trial_id,model,task_id,layout,repeat,pixel_distance,dom_element_separation,position_x,position_y,candidate_value,emitted_value,content_category,delimitation_error,exact_match,runner_status,run_id
4fe5b63d0b19c5bf0cc79132,foundry/gpt-5.6-terra,read-known-value,form,1,96,4,63,130,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-4fe5b63d0b19c5bf0cc79132-A0
94f6a6fdae6a7c02fff476d3,foundry/gpt-5.6-terra,read-known-value,cards,10,96,0,82,193,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-94f6a6fdae6a7c02fff476d3-A0
eb876725a469d9a5ca025728,foundry/gpt-5.4,copy-known-value,form,2,96,4,109,235,,,no_answer,False,False,success,REV-generalization-final-eb876725a469d9a5ca025728-A0
7b55f62082df971bcd5b4ece,foundry/Kimi-K2.6,read-known-value,form,2,8,4,87,81,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-7b55f62082df971bcd5b4ece-A0
aee61a070591537101597834,foundry/gpt-5.6-terra,copy-known-value,form,10,96,4,109,144,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-final-aee61a070591537101597834-A0
36e8a7659e640d6d871b557e,foundry/gpt-5.4,copy-known-value,form,2,8,0,109,235,,,no_answer,False,False,success,REV-generalization-final-36e8a7659e640d6d871b557e-A0
afebe0444fadac73b173da47,foundry/gpt-5.4,read-known-value,form,6,96,4,90,218,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-afebe0444fadac73b173da47-A0
2a731c839470e12a55ef30de,foundry/gpt-5.6-terra,read-known-value,form,5,40,4,108,233,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-2a731c839470e12a55ef30de-A0
8e0f6f78c8196b8469a7f349,foundry/gpt-5.4,read-known-value,form,4,40,4,85,147,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-8e0f6f78c8196b8469a7f349-A0
b900c1dceb67428072b478fe,foundry/gpt-5.6-terra,read-known-value,cards,4,40,4,85,147,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-b900c1dceb67428072b478fe-A0
809d3bca050c8f22004eb45d,foundry/gpt-5.6-terra,read-known-value,cards,3,96,0,26,195,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-809d3bca050c8f22004eb45d-A0
7c180b2f4af5fbf64ddd8fe8,foundry/gpt-5.4,read-known-value,form,7,8,0,42,100,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-7c180b2f4af5fbf64ddd8fe8-A0
ffde0b4cf1e0c950c1fdd103,foundry/gpt-5.4,read-known-value,table,10,96,0,82,193,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-ffde0b4cf1e0c950c1fdd103-A0
eb3c53a0ce9d3a6a1da5fa23,foundry/gpt-5.6-terra,read-known-value,cards,9,40,0,55,163,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-eb3c53a0ce9d3a6a1da5fa23-A0
ccf68466ba6d68d2838ae095,foundry/gpt-5.6-terra,read-known-value,form,2,8,0,87,81,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-ccf68466ba6d68d2838ae095-A0
66e9a5020f5ccc9ebb269e8d,foundry/gpt-5.4,read-known-value,cards,1,40,0,63,130,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-66e9a5020f5ccc9ebb269e8d-A0
bbd242b567dfffe9606a978d,foundry/gpt-5.6-terra,read-known-value,form,7,40,0,42,100,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-bbd242b567dfffe9606a978d-A0
4a21b1a6976afac05df1a8a3,foundry/gpt-5.4,copy-known-value,cards,1,96,0,104,206,,,no_answer,False,False,success,REV-generalization-final-4a21b1a6976afac05df1a8a3-A0
85f262375bb9a598e5cdca6f,foundry/gpt-5.6-terra,read-known-value,table,10,40,4,82,193,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-85f262375bb9a598e5cdca6f-A0
8bc560172212d3b28c1b6fd8,foundry/gpt-5.4,read-known-value,cards,5,40,0,108,233,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-8bc560172212d3b28c1b6fd8-A0
6104122818f9c51cd73eda5c,foundry/gpt-5.4,copy-known-value,form,5,40,4,22,100,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-final-6104122818f9c51cd73eda5c-A0
dd1b4e66b4a4a70dfb3e114d,foundry/gpt-5.4,copy-known-value,table,3,8,0,27,219,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-dd1b4e66b4a4a70dfb3e114d-A0
b2ecb38b85af0dbd2e4194d7,foundry/gpt-5.6-terra,copy-known-value,cards,7,8,0,72,242,BRAVO-4826_CONTROL_COPY_VALUE_R5,BRAVO-4826_CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-b2ecb38b85af0dbd2e4194d7-A0
01c55b7641ab12ca437796d9,foundry/gpt-5.4,read-known-value,cards,8,8,4,84,86,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-01c55b7641ab12ca437796d9-A0
7f99e2686dfcdb614702ea1b,foundry/gpt-5.6-terra,copy-known-value,form,4,8,4,43,196,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-7f99e2686dfcdb614702ea1b-A0
9443518d21a6f9678f1de02a,foundry/gpt-5.6-terra,copy-known-value,cards,9,40,0,80,158,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-final-9443518d21a6f9678f1de02a-A0
241c18bc8c4633db57d00f91,foundry/gpt-5.4,copy-known-value,table,2,40,4,109,235,,,no_answer,False,False,success,REV-generalization-final-241c18bc8c4633db57d00f91-A0
55f077061fc561c9a659397b,foundry/gpt-5.6-terra,copy-known-value,table,8,8,0,77,152,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-55f077061fc561c9a659397b-A0
eefd9b4ab111e409e0f6189b,foundry/gpt-5.4,read-known-value,form,10,8,0,82,193,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-eefd9b4ab111e409e0f6189b-A0
88063f02f0d5e3d1bf21920d,foundry/gpt-5.6-terra,read-known-value,cards,9,8,4,55,163,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-88063f02f0d5e3d1bf21920d-A0
1b97ba9893e6a8f3e604fd6c,foundry/Kimi-K2.6,copy-known-value,table,1,8,4,104,206,BRAVO-4826 CONTROL_COPY_VALUE_R5,,delimitation,True,False,timeout,REV-generalization-final-1b97ba9893e6a8f3e604fd6c-A0
6789b639f2e8b295405e0fea,foundry/gpt-5.6-terra,read-known-value,table,9,96,0,55,163,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-6789b639f2e8b295405e0fea-A0
5cac1df752c1ee658cc4e3af,foundry/gpt-5.4,read-known-value,table,7,40,0,42,100,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-5cac1df752c1ee658cc4e3af-A0
e7fcf04e5d7b833d076de88d,foundry/gpt-5.4,copy-known-value,cards,9,96,0,80,158,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-final-e7fcf04e5d7b833d076de88d-A0
132b9a649ed945453e1df71d,foundry/gpt-5.4,copy-known-value,cards,1,8,4,104,206,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-132b9a649ed945453e1df71d-A0
612930a8217261af458fc73a,foundry/gpt-5.6-terra,copy-known-value,table,6,40,0,50,111,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-final-612930a8217261af458fc73a-A0
45ff83838ae76c0417bd8b78,foundry/gpt-5.4,copy-known-value,form,7,96,4,72,242,,,no_answer,False,False,success,REV-generalization-final-45ff83838ae76c0417bd8b78-A0
beb458e13e96738e814cd503,foundry/gpt-5.4,read-known-value,table,6,96,4,90,218,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-beb458e13e96738e814cd503-A0
91341e3739fd979d19892e0a,foundry/gpt-5.6-terra,copy-known-value,form,10,40,4,109,144,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-final-91341e3739fd979d19892e0a-A0
9fb9bc74486e287fc7c5f5af,foundry/gpt-5.4,read-known-value,cards,2,8,4,87,81,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-9fb9bc74486e287fc7c5f5af-A0
04ba10d3f5b4ee32362fc707,foundry/Kimi-K2.6,read-known-value,table,7,96,4,42,100,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-04ba10d3f5b4ee32362fc707-A0
32622b7730eacb935029aa35,foundry/gpt-5.6-terra,copy-known-value,cards,1,96,0,104,206,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-final-32622b7730eacb935029aa35-A0
7284544842f24787009f4414,foundry/gpt-5.6-terra,read-known-value,cards,4,96,4,85,147,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-7284544842f24787009f4414-A0
05c88eb50222f14f0e4cae77,foundry/gpt-5.4,copy-known-value,table,6,96,0,50,111,,,no_answer,False,False,success,REV-generalization-final-05c88eb50222f14f0e4cae77-A0
7aeb06d378af50b20ed515f0,foundry/gpt-5.6-terra,copy-known-value,cards,10,40,4,109,144,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-7aeb06d378af50b20ed515f0-A0
e1fa868a490ba76f44b26fc7,foundry/gpt-5.4,read-known-value,cards,7,40,0,42,100,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-e1fa868a490ba76f44b26fc7-A0
b85df5fb6f0598cc2c83bf72,foundry/gpt-5.4,read-known-value,cards,3,8,0,26,195,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-b85df5fb6f0598cc2c83bf72-A0
1bb6d0e63b28fce8f38819f4,foundry/gpt-5.4,read-known-value,form,6,40,4,90,218,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-1bb6d0e63b28fce8f38819f4-A0
22441c69965b917dd553aa25,foundry/gpt-5.6-terra,read-known-value,cards,6,8,0,90,218,ALPHA-7391_CONTROL_READ_VALUE_R2,ALPHA-7391_CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-22441c69965b917dd553aa25-A0
1a936834b7933ca0fd4ac676,foundry/gpt-5.6-terra,read-known-value,table,2,96,0,87,81,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-1a936834b7933ca0fd4ac676-A0
9749f6a29fb02d1b0f40216d,foundry/gpt-5.4,read-known-value,form,6,8,0,90,218,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-9749f6a29fb02d1b0f40216d-A0
d52cfade743089e518faed1d,foundry/gpt-5.4,read-known-value,table,4,96,4,85,147,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-d52cfade743089e518faed1d-A0
45c3e063a003037c59f14c2b,foundry/gpt-5.6-terra,copy-known-value,cards,4,40,0,43,196,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-final-45c3e063a003037c59f14c2b-A0
fc5e512d165d065c6c0db462,foundry/gpt-5.6-terra,read-known-value,form,5,8,0,108,233,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-fc5e512d165d065c6c0db462-A0
6f514354034119c208da4ef9,foundry/gpt-5.4,copy-known-value,cards,9,8,4,80,158,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-6f514354034119c208da4ef9-A0
e4e98651690549879465f2a4,foundry/gpt-5.6-terra,copy-known-value,form,2,40,0,109,235,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-final-e4e98651690549879465f2a4-A0
cf545b14fdb56f2dad01d517,foundry/gpt-5.4,read-known-value,cards,8,96,4,84,86,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-cf545b14fdb56f2dad01d517-A0
f48e6248e740e518a14e2bae,foundry/gpt-5.4,copy-known-value,form,1,96,4,104,206,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-final-f48e6248e740e518a14e2bae-A0
fc67f5458318ef60c2efa93f,foundry/gpt-5.6-terra,read-known-value,cards,7,40,4,42,100,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-fc67f5458318ef60c2efa93f-A0
ba1f38d5f02c20d19f858428,foundry/gpt-5.4,read-known-value,form,8,40,0,84,86,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-ba1f38d5f02c20d19f858428-A0
40ba7055d87410c152f28ee4,foundry/gpt-5.6-terra,read-known-value,table,1,96,4,63,130,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-40ba7055d87410c152f28ee4-A0
9a25a9db6cccae7e47117c54,foundry/gpt-5.4,read-known-value,form,5,8,0,108,233,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-9a25a9db6cccae7e47117c54-A0
4bd5fbf55489bbebd06282d2,foundry/gpt-5-mini,copy-known-value,table,9,8,0,80,158,,,no_answer,False,False,failure,REV-generalization-final-4bd5fbf55489bbebd06282d2-A0
720b5d5eab9646b3c363b879,foundry/gpt-5.4,read-known-value,cards,1,8,0,63,130,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-720b5d5eab9646b3c363b879-A0
6454a2454100b498cb652fe1,foundry/gpt-5.4,read-known-value,form,9,40,4,55,163,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-6454a2454100b498cb652fe1-A0
44656e1774c5272474464f72,foundry/gpt-5.6-terra,read-known-value,table,9,8,0,55,163,ALPHA-7391_CONTROL_READ_VALUE_R2,ALPHA-7391_CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-44656e1774c5272474464f72-A0
c196584250e090052359526c,foundry/gpt-5.6-terra,copy-known-value,cards,1,96,4,104,206,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-final-c196584250e090052359526c-A0
dc3b475cbfbb94b358c5e3af,foundry/gpt-5.4,read-known-value,cards,10,96,0,82,193,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-dc3b475cbfbb94b358c5e3af-A0
8d0d46c6f4d156dc518639c4,foundry/gpt-5.4,copy-known-value,cards,7,40,4,72,242,,,no_answer,False,False,success,REV-generalization-final-8d0d46c6f4d156dc518639c4-A0
8357a5e5bf7fd46721001ea4,foundry/gpt-5.4,read-known-value,cards,9,8,0,55,163,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-8357a5e5bf7fd46721001ea4-A0
8ff474bb0b45fbf2c0743167,foundry/gpt-5.6-terra,read-known-value,form,5,96,4,108,233,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-8ff474bb0b45fbf2c0743167-A0
706e0ad78a3c659fb3d49ec2,foundry/gpt-5.6-terra,copy-known-value,cards,2,40,4,109,235,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-final-706e0ad78a3c659fb3d49ec2-A0
d4e3d3dfa42136466fe87f78,foundry/gpt-5.6-terra,copy-known-value,form,1,8,0,104,206,BRAVO-4826_CONTROL_COPY_VALUE_R5,BRAVO-4826_CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-d4e3d3dfa42136466fe87f78-A0
f3d5987bf8508d05fe0ca2cf,foundry/gpt-5.4,copy-known-value,table,4,96,4,43,196,,,no_answer,False,False,success,REV-generalization-final-f3d5987bf8508d05fe0ca2cf-A0
67426c7faf0b8c11fc9b1039,foundry/gpt-5.4,read-known-value,table,9,40,0,55,163,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-67426c7faf0b8c11fc9b1039-A0
715ef80fe96dbaddbfd64575,foundry/gpt-5.6-terra,read-known-value,form,9,40,4,55,163,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-715ef80fe96dbaddbfd64575-A0
ea690bb34be6ff6f283e8d91,foundry/gpt-5.6-terra,read-known-value,table,10,40,0,82,193,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-ea690bb34be6ff6f283e8d91-A0
1bb3e600b538fd10b5cc5aee,foundry/gpt-5.6-terra,read-known-value,cards,3,40,4,26,195,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-1bb3e600b538fd10b5cc5aee-A0
70fe5343137eb70619ce9ac4,foundry/gpt-5.4,read-known-value,cards,4,8,0,85,147,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-70fe5343137eb70619ce9ac4-A0
eedd0da1b351a07d3a179bfd,foundry/gpt-5.4,read-known-value,table,2,40,4,87,81,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-eedd0da1b351a07d3a179bfd-A0
72fe5349c6b4dc70f7945701,foundry/gpt-5.4,copy-known-value,table,10,40,4,109,144,,,no_answer,False,False,success,REV-generalization-final-72fe5349c6b4dc70f7945701-A0
57cd82a07a6d2cbae3e38a99,foundry/gpt-5.6-terra,copy-known-value,form,9,40,0,80,158,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-final-57cd82a07a6d2cbae3e38a99-A0
051750aa58cd25533e545584,foundry/gpt-5.4,copy-known-value,table,5,96,4,22,100,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-final-051750aa58cd25533e545584-A0
d2a61b24393375cd9dc325a6,foundry/gpt-5.6-terra,read-known-value,table,10,96,0,82,193,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-d2a61b24393375cd9dc325a6-A0
09e27e39c7717dd4a8ef9ab3,foundry/gpt-5.4,read-known-value,form,7,96,0,42,100,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-09e27e39c7717dd4a8ef9ab3-A0
9984906c09b69bbfb30b1e72,foundry/gpt-5.4,copy-known-value,table,4,40,0,43,196,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-final-9984906c09b69bbfb30b1e72-A0
e81b7476f026704aee7421ef,foundry/gpt-5.4,copy-known-value,cards,10,40,4,109,144,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-final-e81b7476f026704aee7421ef-A0
b13c5a0fdbbe470a95e37392,foundry/gpt-5.4,copy-known-value,table,5,8,4,22,100,,,no_answer,False,False,success,REV-generalization-final-b13c5a0fdbbe470a95e37392-A0
2f3b7a6da1d80dee3c8656ee,foundry/gpt-5.4,read-known-value,form,1,8,0,63,130,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-2f3b7a6da1d80dee3c8656ee-A0
0472cdb0ec3928be1bd94b2a,foundry/gpt-5.6-terra,copy-known-value,table,1,96,0,104,206,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-final-0472cdb0ec3928be1bd94b2a-A0
e14c5aa4c7168a0b314f8440,foundry/gpt-5.6-terra,copy-known-value,form,8,40,0,77,152,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-final-e14c5aa4c7168a0b314f8440-A0
fd74d6b6eaee869e4d9e2927,foundry/gpt-5.4,copy-known-value,form,6,96,0,50,111,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-final-fd74d6b6eaee869e4d9e2927-A0
e647c2359d5dd17504c24dd8,foundry/gpt-5.4,copy-known-value,table,5,40,0,22,100,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-final-e647c2359d5dd17504c24dd8-A0
a6c943c434b48e3561329684,foundry/gpt-5.6-terra,copy-known-value,form,3,8,4,27,219,BRAVO-4826 CONTROL_COPY_VALUE_R5,,delimitation,True,False,failure,REV-generalization-final-a6c943c434b48e3561329684-A0
750bdcb258378185f59916d2,foundry/gpt-5.6-terra,copy-known-value,table,10,40,0,109,144,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-750bdcb258378185f59916d2-A0
12a301cda25a01a88203d3ec,foundry/gpt-5.6-terra,copy-known-value,table,7,8,0,72,242,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-12a301cda25a01a88203d3ec-A0
e8e868a6f3bfa486d75c2dc8,foundry/gpt-5.4,copy-known-value,table,6,8,0,50,111,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-e8e868a6f3bfa486d75c2dc8-A0
74b55ac1bb6157fe629734cb,foundry/gpt-5.4,copy-known-value,table,5,8,0,22,100,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-74b55ac1bb6157fe629734cb-A0
3d71d4fa09c5193ad9bf9ff3,foundry/gpt-5.4,read-known-value,cards,1,8,4,63,130,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-3d71d4fa09c5193ad9bf9ff3-A0
e8c5f50b130d5b2db3f4c3a6,foundry/gpt-5.6-terra,read-known-value,form,4,96,4,85,147,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-e8c5f50b130d5b2db3f4c3a6-A0
fac99143ce1c9e5e325b541c,foundry/gpt-5.6-terra,read-known-value,table,8,8,4,84,86,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-fac99143ce1c9e5e325b541c-A0
2bfe0fa500b674d519d20222,foundry/gpt-5.6-terra,read-known-value,table,5,40,4,108,233,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-2bfe0fa500b674d519d20222-A0
fb872f72f536fdc345dcd7e2,foundry/gpt-5.6-terra,read-known-value,cards,10,40,0,82,193,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-fb872f72f536fdc345dcd7e2-A0
adf582a254c4969101740b11,foundry/gpt-5.4,read-known-value,table,4,96,0,85,147,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-adf582a254c4969101740b11-A0
6133040defa7e5257d30eb86,foundry/gpt-5.6-terra,read-known-value,form,10,40,0,82,193,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-6133040defa7e5257d30eb86-A0
733e1f5e08f6a6f382daa121,foundry/gpt-5.4,read-known-value,cards,4,8,4,85,147,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-733e1f5e08f6a6f382daa121-A0
9a47586af04056b15dd6da62,foundry/gpt-5.4,read-known-value,form,1,40,0,63,130,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-final-9a47586af04056b15dd6da62-A0
19103f3d3ec403d5b21cfe67,foundry/gpt-5.6-terra,read-known-value,table,3,40,4,26,195,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-19103f3d3ec403d5b21cfe67-A0
8e6c13c616d5c9d2723f40cb,foundry/gpt-5.6-terra,read-known-value,cards,6,40,4,90,218,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-8e6c13c616d5c9d2723f40cb-A0
a6092b518bd267b31d81bae5,foundry/gpt-5.4,copy-known-value,table,10,8,0,109,144,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-final-a6092b518bd267b31d81bae5-A0
868bf1928fdd669a85e241ed,foundry/gpt-5.6-terra,read-known-value,table,4,96,4,85,147,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-final-868bf1928fdd669a85e241ed-A0
eed9b953ddf08a932e965b1b,foundry/gpt-5.4,read-known-value,form,6,96,0,90,218,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-eed9b953ddf08a932e965b1b-A0
a240c2d0d6c23354b71cbfff,foundry/Kimi-K2.6,read-known-value,cards,9,96,0,55,163,,,no_answer,False,False,timeout,REV-generalization-final-a240c2d0d6c23354b71cbfff-A0
d7ca0bdd4cb153fadf265a11,foundry/Kimi-K2.6,read-known-value,cards,8,40,0,84,86,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-final-d7ca0bdd4cb153fadf265a11-A0
