model,task_id,layout,gap,boundary,metric,count,n,rate,low,high
foundry/gpt-5-mini,copy-known-value,table,8,separate,delimitation_error,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5-mini,copy-known-value,table,8,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,8,shared,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,8,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,8,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,8,shared,delimitation_error,5,10,0.5,0.236593090512564,0.7634069094874361
foundry/gpt-5-mini,copy-known-value,table,40,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,40,separate,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,40,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,40,separate,content_exact,3,10,0.3,0.10779126740630099,0.6032218525388546
foundry/gpt-5-mini,copy-known-value,table,40,separate,delimitation_error,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5-mini,copy-known-value,table,40,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,40,shared,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,40,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,40,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,40,shared,delimitation_error,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5-mini,copy-known-value,table,96,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,96,separate,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,96,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,96,separate,content_exact,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5-mini,copy-known-value,table,96,separate,delimitation_error,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5-mini,copy-known-value,table,96,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,96,shared,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,96,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,96,shared,content_exact,7,10,0.7,0.39677814746114537,0.8922087325936989
foundry/gpt-5-mini,copy-known-value,table,96,shared,delimitation_error,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5-mini,read-known-value,cards,8,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,8,separate,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,cards,8,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,8,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,8,separate,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,cards,8,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,8,shared,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,cards,8,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,8,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,8,shared,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,cards,40,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,40,separate,substring_match,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5-mini,read-known-value,cards,40,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,40,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,40,separate,delimitation_error,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5-mini,read-known-value,cards,40,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,40,shared,substring_match,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5-mini,read-known-value,cards,40,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,40,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,cards,40,shared,delimitation_error,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5-mini,read-known-value,cards,96,separate,exact_match,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5-mini,read-known-value,cards,96,separate,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,cards,96,separate,target_without_marker,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5-mini,read-known-value,cards,96,separate,content_exact,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5-mini,read-known-value,cards,96,separate,delimitation_error,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5-mini,read-known-value,cards,96,shared,exact_match,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5-mini,read-known-value,cards,96,shared,substring_match,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5-mini,read-known-value,cards,96,shared,target_without_marker,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5-mini,read-known-value,cards,96,shared,content_exact,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5-mini,read-known-value,cards,96,shared,delimitation_error,3,10,0.3,0.10779126740630099,0.6032218525388546
foundry/gpt-5-mini,read-known-value,form,8,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,form,8,separate,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,form,8,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,form,8,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,form,8,separate,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,form,8,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,form,8,shared,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,form,8,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,form,8,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,form,8,shared,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,form,40,separate,exact_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5-mini,read-known-value,form,40,separate,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,form,40,separate,target_without_marker,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5-mini,read-known-value,form,40,separate,content_exact,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5-mini,read-known-value,form,40,separate,delimitation_error,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5-mini,read-known-value,form,40,shared,exact_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5-mini,read-known-value,form,40,shared,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,form,40,shared,target_without_marker,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5-mini,read-known-value,form,40,shared,content_exact,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5-mini,read-known-value,form,40,shared,delimitation_error,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5-mini,read-known-value,form,96,separate,exact_match,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5-mini,read-known-value,form,96,separate,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,form,96,separate,target_without_marker,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5-mini,read-known-value,form,96,separate,content_exact,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5-mini,read-known-value,form,96,separate,delimitation_error,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5-mini,read-known-value,form,96,shared,exact_match,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5-mini,read-known-value,form,96,shared,substring_match,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5-mini,read-known-value,form,96,shared,target_without_marker,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5-mini,read-known-value,form,96,shared,content_exact,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5-mini,read-known-value,form,96,shared,delimitation_error,5,10,0.5,0.236593090512564,0.7634069094874361
foundry/gpt-5-mini,read-known-value,table,8,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,8,separate,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,table,8,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,8,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,8,separate,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,table,8,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,8,shared,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,table,8,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,8,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,8,shared,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,table,40,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,40,separate,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,table,40,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,40,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,40,separate,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,table,40,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,40,shared,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,table,40,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,40,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,read-known-value,table,40,shared,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,table,96,separate,exact_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5-mini,read-known-value,table,96,separate,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,table,96,separate,target_without_marker,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5-mini,read-known-value,table,96,separate,content_exact,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5-mini,read-known-value,table,96,separate,delimitation_error,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5-mini,read-known-value,table,96,shared,exact_match,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5-mini,read-known-value,table,96,shared,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5-mini,read-known-value,table,96,shared,target_without_marker,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5-mini,read-known-value,table,96,shared,content_exact,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5-mini,read-known-value,table,96,shared,delimitation_error,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,cards,8,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,8,separate,substring_match,5,10,0.5,0.236593090512564,0.7634069094874361
foundry/gpt-5.4,copy-known-value,cards,8,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,8,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,8,separate,delimitation_error,5,10,0.5,0.236593090512564,0.7634069094874361
foundry/gpt-5.4,copy-known-value,cards,8,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,8,shared,substring_match,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,copy-known-value,cards,8,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,8,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,8,shared,delimitation_error,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,copy-known-value,cards,40,separate,exact_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,cards,40,separate,substring_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,cards,40,separate,target_without_marker,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,cards,40,separate,content_exact,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,cards,40,separate,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,40,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,40,shared,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,40,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,40,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,40,shared,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,96,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,96,separate,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,96,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,96,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,96,separate,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,96,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,96,shared,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,96,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,96,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,cards,96,shared,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,form,8,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,form,8,separate,substring_match,7,10,0.7,0.39677814746114537,0.8922087325936989
foundry/gpt-5.4,copy-known-value,form,8,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,form,8,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,form,8,separate,delimitation_error,7,10,0.7,0.39677814746114537,0.8922087325936989
foundry/gpt-5.4,copy-known-value,form,8,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,form,8,shared,substring_match,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5.4,copy-known-value,form,8,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,form,8,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,form,8,shared,delimitation_error,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5.4,copy-known-value,form,40,separate,exact_match,3,10,0.3,0.10779126740630099,0.6032218525388546
foundry/gpt-5.4,copy-known-value,form,40,separate,substring_match,3,10,0.3,0.10779126740630099,0.6032218525388546
foundry/gpt-5.4,copy-known-value,form,40,separate,target_without_marker,3,10,0.3,0.10779126740630099,0.6032218525388546
foundry/gpt-5.4,copy-known-value,form,40,separate,content_exact,3,10,0.3,0.10779126740630099,0.6032218525388546
foundry/gpt-5.4,copy-known-value,form,40,separate,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,form,40,shared,exact_match,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,form,40,shared,substring_match,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,form,40,shared,target_without_marker,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,form,40,shared,content_exact,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,form,40,shared,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,form,96,separate,exact_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,form,96,separate,substring_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,form,96,separate,target_without_marker,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,form,96,separate,content_exact,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,form,96,separate,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,form,96,shared,exact_match,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,form,96,shared,substring_match,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,form,96,shared,target_without_marker,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,form,96,shared,content_exact,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,form,96,shared,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,8,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,8,separate,substring_match,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5.4,copy-known-value,table,8,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,8,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,8,separate,delimitation_error,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5.4,copy-known-value,table,8,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,8,shared,substring_match,7,10,0.7,0.39677814746114537,0.8922087325936989
foundry/gpt-5.4,copy-known-value,table,8,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,8,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,8,shared,delimitation_error,7,10,0.7,0.39677814746114537,0.8922087325936989
foundry/gpt-5.4,copy-known-value,table,40,separate,exact_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,table,40,separate,substring_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,table,40,separate,target_without_marker,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,table,40,separate,content_exact,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,table,40,separate,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,40,shared,exact_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,table,40,shared,substring_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,table,40,shared,target_without_marker,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,table,40,shared,content_exact,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.4,copy-known-value,table,40,shared,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,96,separate,exact_match,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,table,96,separate,substring_match,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,table,96,separate,target_without_marker,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,table,96,separate,content_exact,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.4,copy-known-value,table,96,separate,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,96,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,96,shared,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,96,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,96,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,copy-known-value,table,96,shared,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,cards,8,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,cards,8,separate,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.4,read-known-value,cards,8,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,cards,8,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,cards,8,separate,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.4,read-known-value,cards,8,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,cards,8,shared,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.4,read-known-value,cards,8,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,cards,8,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,cards,8,shared,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.4,read-known-value,cards,40,separate,exact_match,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,40,separate,substring_match,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,40,separate,target_without_marker,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,40,separate,content_exact,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,40,separate,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,cards,40,shared,exact_match,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,40,shared,substring_match,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,40,shared,target_without_marker,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,40,shared,content_exact,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,40,shared,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,cards,96,separate,exact_match,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,96,separate,substring_match,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,96,separate,target_without_marker,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,96,separate,content_exact,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,cards,96,separate,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,cards,96,shared,exact_match,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5.4,read-known-value,cards,96,shared,substring_match,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5.4,read-known-value,cards,96,shared,target_without_marker,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5.4,read-known-value,cards,96,shared,content_exact,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5.4,read-known-value,cards,96,shared,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,form,8,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,form,8,separate,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.4,read-known-value,form,8,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,form,8,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,form,8,separate,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.4,read-known-value,form,8,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,form,8,shared,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.4,read-known-value,form,8,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,form,8,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.4,read-known-value,form,8,shared,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.4,read-known-value,form,40,separate,exact_match,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.4,read-known-value,form,40,separate,substring_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.4,read-known-value,form,40,separate,target_without_marker,8,10,0.8,0.49016247153664183,0.9433178485456247
